,Unnamed: 0,lat,lon,name,admin1,admin2,cc,latlong
1236,1236,48.86325,2.81546,Magny-le-Hongre,Ile-de-France,Departement de Seine-et-Marne,FR,"('19.1043743', '72.8592949')"
1237,1237,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('25.2443366', '55.3706666')"
1238,1238,25.0657,55.17128,Dubai,Dubai,,AE,"('34.9281603', '73.7777478')"
1239,1239,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.220815', '55.3546994')"
1240,1240,24.80361,120.96861000000001,Hsinchu,Taiwan,Hsinchu,TW,"('25.1317803', '55.1185229')"
1241,1241,10.10764,76.35158,Aluva,Kerala,Ernakulam,IN,"('21.6177597', '39.1388858')"
1242,1242,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.3111992', '55.3476291')"
1243,1243,48.88333,2.76667,Chessy,Ile-de-France,Departement de Seine-et-Marne,FR,"('25.2841576', '55.3517624')"
1244,1244,14.87827,120.45221000000001,Dinalupihan,Central Luzon,Province of Bataan,PH,"('25.2661706', '55.4339765')"
1245,1245,47.82204,-122.28206999999999,Alderwood Manor,Washington,Snohomish County,US,"('9.0409061', '7.5256777')"
1246,1246,17.01505,54.092369999999995,Salalah,Zufar,,OM,"('53.3829513', '-3.0433301')"
1247,1247,25.288120000000003,55.881569999999996,Adh Dhayd,Ash Shariqah,,AE,"('36.0664682', '-79.7835858')"
1248,1248,11.01667,75.86667,Pariyapuram,Kerala,Malappuram,IN,"('25.1192959', '55.2031531')"
1249,1249,25.0657,55.17128,Dubai,Dubai,,AE,"('25.3449375', '55.3987312')"
1250,1250,35.694390000000006,51.42151,Tehran,Tehran,,IR,"('25.2763344', '55.3297773')"
1251,1251,53.84711,-1.78785,Baildon,England,Bradford,GB,"('24.9627614', '55.0636469')"
1252,1252,27.3636,75.56838,Ringas,Rajasthan,Sikar,IN,"('24.8168206', '55.2312872')"
1253,1253,49.37265,14.96089,Cernovice,Vysocina,,CZ,"('24.8374585', '67.1158895')"
1254,1254,24.46667,54.36666999999999,Abu Dhabi,Abu Dhabi,,AE,"('25.3826766', '49.588178')"
1255,1255,18.5635,73.85205,Khadki,Maharashtra,Pune Division,IN,"('25.244748', '55.315141')"
1256,1256,21.542379999999998,39.19797,Jeddah,Makkah,,SA,"('53.7829385', '-1.7814997')"
1257,1257,28.4601,77.02635,Gurgaon,Haryana,Gurgaon,IN,"('9.0817746', '7.5056045')"
1258,1258,41.73611,44.96472,Didi Lilo,,,GE,"('24.4924523', '39.5930525')"
1259,1259,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.6500805', '46.5584784')"
1260,1260,50.66829,4.6144300000000005,Louvain-la-Neuve,Wallonia,Province du Brabant Wallon,BE,"('24.2561456', '120.7852384')"
1261,1261,30.06263,31.249670000000002,Cairo,Muhafazat al Qahirah,,EG,"('21.1961466', '72.7871452')"
1262,1262,31.215640000000004,29.955270000000002,Alexandria,Alexandria,,EG,"('24.1591384', '120.6786719')"
1263,1263,38.753820000000005,-9.230830000000001,Amadora,Lisbon,Amadora,PT,"('12.967823', '77.606638')"
1264,1264,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('-8.275177', '115.1668487')"
1265,1265,51.51116,-0.18425999999999998,Bayswater,England,Greater London,GB,"('25.0375295', '55.1133374')"
1266,1266,24.80361,120.96861000000001,Hsinchu,Taiwan,Hsinchu,TW,"('19.118858', '72.8698301')"
1267,1267,50.72048,-1.8795,Bournemouth,England,Bournemouth,GB,"('29.7289296', '-95.4190397')"
1268,1268,35.694390000000006,51.42151,Tehran,Tehran,,IR,"('25.283483', '55.341584')"
1269,1269,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('24.3868048', '54.6642914')"
1270,1270,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.369106', '55.3955116')"
1271,1271,22.56263,88.36304,Kolkata,West Bengal,Kolkata,IN,"('9.0644273', '7.4831517')"
1272,1272,35.694390000000006,51.42151,Tehran,Tehran,,IR,"('19.1410639', '72.8436862')"
1273,1273,12.97194,77.59369000000001,Bangalore,Karnataka,Bangalore Urban,IN,"('24.5457068', '54.6736902')"
1274,1274,33.9,35.48333,Ra's Bayrut,Beyrouth,,LB,"('25.1253556', '56.3014344')"
1275,1275,8.38373,98.45123000000001,Takua Thung,Phangnga,,TH,"('24.218292', '55.762304')"
1276,1276,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.0802569', '55.1453269')"
1277,1277,21.08718,72.88153,Sachin,Gujarat,Surat,IN,"('-23.5665944', '-46.5978379')"
1278,1278,25.41111,55.43504,Ajman,Ajman,,AE,"('38.692762', '-9.426486')"
1279,1279,30.06263,31.249670000000002,Cairo,Muhafazat al Qahirah,,EG,"('51.5280867', '-0.0778415')"
1280,1280,25.0657,55.17128,Dubai,Dubai,,AE,"('48.8529262', '2.3460731')"
1281,1281,25.0657,55.17128,Dubai,Dubai,,AE,"('25.106144', '55.148303')"
1282,1282,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1784635', '55.2464207')"
1283,1283,50.511,14.15055,Terezin,Ustecky,,CZ,"('35.7244631', '51.2756365')"
1284,1284,60.14151,11.17515,Jessheim,Akershus,Ullensaker,NO,"('35.9999875', '-78.8961667')"
1285,1285,49.37885,10.18711,Rothenburg ob der Tauber,Bavaria,Regierungsbezirk Mittelfranken,DE,"('19.100544', '72.8458245')"
1286,1286,30.06263,31.249670000000002,Cairo,Muhafazat al Qahirah,,EG,"('25.09688', '55.164915')"
1287,1287,41.85003,-87.65005,Chicago,Illinois,Cook County,US,"('25.034093', '55.2033964')"
1288,1288,25.0657,55.17128,Dubai,Dubai,,AE,"('21.6275841', '39.1111804')"
1289,1289,24.46667,54.36666999999999,Abu Dhabi,Abu Dhabi,,AE,"('25.0662636', '55.1379871')"
1290,1290,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.100113', '55.172052')"
1291,1291,25.0657,55.17128,Dubai,Dubai,,AE,"('25.253291', '55.3024003')"
1292,1292,12.97194,77.59369000000001,Bangalore,Karnataka,Bangalore Urban,IN,"('51.5854688', '-0.2841034')"
1293,1293,10.10468,76.3565,Aluva,Kerala,Ernakulam,IN,"('19.2272378', '72.8522059')"
1294,1294,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('18.5368845', '73.8972944')"
1295,1295,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('29.5993454', '-95.6270966')"
1296,1296,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.4192539', '55.4404899')"
1297,1297,54.38051,19.444129999999998,Krynica Morska,Pomeranian Voivodeship,Powiat nowodworski,PL,"('21.143227', '72.794136')"
1298,1298,24.46861,39.61417,Medina,Al Madinah al Munawwarah,,SA,"('25.2080826', '55.2721197')"
1299,1299,37.77493,-122.41942,San Francisco,California,San Francisco County,US,"('24.1250065', '45.4382064')"
1300,1300,38.01667,23.83333,Agia Paraskevi,Attica,Nomarchia Athinas,GR,"('21.5732948', '39.1397552')"
1301,1301,21.542379999999998,39.19797,Jeddah,Makkah,,SA,"('25.17167', '55.406848')"
1302,1302,11.4134,76.69521,Ooty,Tamil Nadu,Nilgiri,IN,"('50.693843', '4.6161973')"
1303,1303,25.41111,55.43504,Ajman,Ajman,,AE,"('27.1404166', '49.566287')"
1304,1304,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.4228997', '55.4428094')"
1305,1305,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.038218', '55.2216179')"
1306,1306,50.796459999999996,19.12409,Czestochowa,Silesian Voivodeship,Czestochowa,PL,"('25.1958468', '55.2807348')"
1307,1307,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('21.3466686', '40.3265864')"
1308,1308,25.0657,55.17128,Dubai,Dubai,,AE,"('25.0851904', '55.1447402')"
1309,1309,25.0657,55.17128,Dubai,Dubai,,AE,"('59.9449047', '30.2939322')"
1310,1310,25.116410000000002,56.341409999999996,Al Fujayrah,Al Fujayrah,,AE,"('10.1135398', '76.3749536')"
1311,1311,25.0657,55.17128,Dubai,Dubai,,AE,"('40.7449904', '-73.9868247')"
1312,1312,43.8972,10.31798,Stiava,Tuscany,Provincia di Lucca,IT,"('51.3971021', '0.5289683')"
1313,1313,45.81313,15.977529999999998,Zagreb - Centar,Grad Zagreb,,HR,"('25.2507199', '55.3044523')"
1314,1314,24.9056,67.0822,Karachi,Sindh,Karachi District,PK,"('25.0980456', '55.1762378')"
1315,1315,19.07283,72.88261,Mumbai,Maharashtra,Mumbai Suburban,IN,"('25.0402869', '55.1305135')"
1316,1316,25.0657,55.17128,Dubai,Dubai,,AE,"('24.89424', '67.155645')"
1317,1317,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('21.553961', '39.1620895')"
1318,1318,52.13707,21.235889999999998,Jozefow,Masovian Voivodeship,Powiat otwocki,PL,"('25.2643674', '55.3221522')"
1319,1319,25.0657,55.17128,Dubai,Dubai,,AE,"('25.1119681', '55.384275')"
1320,1320,39.82219,-7.49087,Castelo Branco,Castelo Branco,Castelo Branco,PT,"('25.0658077', '55.1914481')"
1321,1321,29.816670000000002,31.05,Madinat Sittah Uktubar,Al Jizah,,EG,"('24.8317613', '121.0050702')"
1322,1322,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2274113', '55.2665399')"
1323,1323,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('18.928172', '72.832898')"
1324,1324,21.08718,72.88153,Sachin,Gujarat,Surat,IN,"('24.7409777', '54.8252317')"
1325,1325,38.71667,-9.13333,Lisbon,Lisbon,Lisbon,PT,"('10.834823', '78.689413')"
1326,1326,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('39.752312', '-7.56959')"
1327,1327,24.1469,120.6839,Taichung,Taiwan,Taichung City,TW,"('40.4595762', '-3.6928152')"
1328,1328,21.542379999999998,39.19797,Jeddah,Makkah,,SA,"('25.4391189', '56.3538411')"
1329,1329,25.0657,55.17128,Dubai,Dubai,,AE,"('24.7263511', '46.6910174')"
1330,1330,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('24.6819435', '46.6879795')"
1331,1331,50.84799,4.25972,Dilbeek,Flanders,Provincie Vlaams-Brabant,BE,"('25.0918871', '55.2439171')"
1332,1332,25.0657,55.17128,Dubai,Dubai,,AE,"('24.9067884', '67.1890415')"
1333,1333,55.788740000000004,49.12214,Kazan,Tatarstan,Gorod Kazan',RU,"('10.108442', '76.37183')"
1334,1334,24.9056,67.0822,Karachi,Sindh,Karachi District,PK,"('10.052458', '76.3555816')"
1335,1335,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('25.1402092', '55.1912473')"
1336,1336,35.8044,51.4256,Tajrish,Tehran,,IR,"('25.0805658', '55.1380765')"
1337,1337,18.3,42.73333,Khamis Mushait,Mintaqat `Asir,,SA,"('25.0444906', '55.1202878')"
1338,1338,52.45,-1.81667,Acocks Green,England,City and Borough of Birmingham,GB,"('21.519319', '39.1645759')"
1339,1339,34.08842,74.80298,Srinagar,Kashmir,Srinagar,IN,"('25.1496926', '55.2454768')"
1340,1340,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('19.1794992', '72.945607')"
1341,1341,-26.202270000000002,28.04363,Johannesburg,Gauteng,City of Johannesburg Metropolitan Municipality,ZA,"('25.147242', '55.235111')"
1342,1342,24.1469,120.6839,Taichung,Taiwan,Taichung City,TW,"('21.8915724', '96.0578199')"
1343,1343,24.46667,54.36666999999999,Abu Dhabi,Abu Dhabi,,AE,"('25.0950069', '55.1666848')"
1344,1344,19.07283,72.88261,Mumbai,Maharashtra,Mumbai Suburban,IN,"('25.252502', '55.28846')"
1345,1345,24.46667,54.36666999999999,Abu Dhabi,Abu Dhabi,,AE,"('25.0914407', '55.1583812')"
1346,1346,38.692820000000005,-9.35412,Parede,Lisbon,Cascais,PT,"('25.2699645', '55.3132457')"
1347,1347,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('38.7443615', '-9.1707172')"
1348,1348,21.542379999999998,39.19797,Jeddah,Makkah,,SA,"('24.7812189', '67.0518592')"
1349,1349,25.0657,55.17128,Dubai,Dubai,,AE,"('18.9322936', '72.8340856')"
1350,1350,24.9056,67.0822,Karachi,Sindh,Karachi District,PK,"('25.0480927', '55.1231868')"
1351,1351,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('25.7931804', '55.948677')"
1352,1352,25.0657,55.17128,Dubai,Dubai,,AE,"('-0.356166', '36.100211')"
1353,1353,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('43.8360243', '10.3611317')"
1354,1354,11.700439999999999,75.53409,Mahe,Kerala,,IN,"('24.5881047', '46.7606355')"
1355,1355,31.89299,35.89314,Al Bunayyat ash Shamaliyah,Amman,,JO,"('29.3520893', '32.5824579')"
1356,1356,25.0657,55.17128,Dubai,Dubai,,AE,"('38.71002', '-9.456112')"
1357,1357,51.50853,-0.12574000000000002,London,England,Greater London,GB,"('16.8397765', '42.5832465')"
1358,1358,34.66167,133.935,Okayama-shi,Okayama,,JP,"('35.8700825', '-78.619081')"
1359,1359,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('39.808995', '-7.514953')"
1360,1360,25.78953,55.9432,Ras al-Khaimah,Ra's al Khaymah,,AE,"('25.0491568', '55.132865')"
1361,1361,18.5635,73.85205,Khadki,Maharashtra,Pune Division,IN,"('52.076987', '4.307585')"
1362,1362,53.79648,-1.54785,Leeds,England,City and Borough of Leeds,GB,"('53.9248168', '-1.8223013')"
1363,1363,1.28967,103.85007,Singapore,,,SG,"('36.43108', '25.425045')"
1364,1364,18.530170000000002,73.85263,Shivaji Nagar,Maharashtra,Pune Division,IN,"('30.1850129', '71.4367268')"
1365,1365,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('20.6315147', '-87.0689803')"
1366,1366,23.555629999999997,58.3989,Bawshar,Muhafazat Masqat,,OM,"('25.072499', '55.142601')"
1367,1367,-33.91799,25.57007,Port Elizabeth,Eastern Cape,Nelson Mandela Bay Metropolitan Municipality,ZA,"('21.5696278', '39.125281')"
1368,1368,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.121464', '56.3316058')"
1369,1369,47.62093,-122.22762,Medina,Washington,King County,US,"('38.6973489', '-9.3669155')"
1370,1370,29.333890000000004,48.07611,As Salimiyah,Muhafazat Hawalli,,KW,"('25.1065406', '55.2258937')"
1371,1371,10.10468,76.3565,Aluva,Kerala,Ernakulam,IN,"('25.3240792', '55.393399')"
1372,1372,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('24.7971396', '67.0785959')"
1373,1373,9.58692,76.52131999999999,Kottayam,Kerala,Kottayam,IN,"('50.7156266', '-1.8776117')"
1374,1374,-29.85185,30.993370000000002,Berea,KwaZulu-Natal,eThekwini Metropolitan Municipality,ZA,"('19.0779208', '72.8495475')"
1375,1375,25.116410000000002,56.341409999999996,Al Fujayrah,Al Fujayrah,,AE,"('53.7584942', '-1.5740558')"
1376,1376,45.78333,15.983329999999999,Novi Zagreb,Grad Zagreb,,HR,"('22.3071147', '73.1838246')"
1377,1377,25.0657,55.17128,Dubai,Dubai,,AE,"('25.2868211', '55.3702505')"
1378,1378,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('25.174537', '55.256776')"
1379,1379,53.79648,-1.54785,Leeds,England,City and Borough of Leeds,GB,"('25.17714', '55.273059')"
1380,1380,43.85218,10.66742,Montecarlo,Tuscany,Provincia di Lucca,IT,"('25.3702515', '55.5554903')"
1381,1381,25.0657,55.17128,Dubai,Dubai,,AE,"('35.7801994', '51.3615597')"
1382,1382,-25.933120000000002,28.01213,Diepsloot,Gauteng,City of Johannesburg Metropolitan Municipality,ZA,"('25.1693926', '55.2410507')"
1383,1383,23.97694,121.60444,Hualian,Taiwan,Hualien,TW,"('25.118127', '55.200484')"
1384,1384,52.25443,21.03472,Praga Polnoc,Masovian Voivodeship,Warszawa,PL,"('25.2131443', '55.2775491')"
1385,1385,36.18683,5.31347,Ain Arnat,Setif,,DZ,"('51.5139826', '-0.1227587')"
1386,1386,25.0657,55.17128,Dubai,Dubai,,AE,"('31.200104', '29.886622')"
1387,1387,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.349358', '55.4030494')"
1388,1388,40.41667,-3.65,Moratalaz,Madrid,Provincia de Madrid,ES,"('21.5172782', '39.2140276')"
1389,1389,53.15215,-0.21453000000000003,Woodhall Spa,England,Lincolnshire,GB,"('25.069657', '55.129115')"
1390,1390,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('19.7767199', '-70.6663255')"
1391,1391,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.1527144', '55.2605338')"
1392,1392,48.96667,2.3166700000000002,Enghien-les-Bains,Ile-de-France,Departement du Val-d'Oise,FR,"('25.2308276', '55.2681066')"
1393,1393,36.29354,28.16225,Afantou,South Aegean,Nomos Dodekanisou,GR,"('25.091288', '55.158666')"
1394,1394,12.97194,77.59369000000001,Bangalore,Karnataka,Bangalore Urban,IN,"('35.781813', '51.3568544')"
1395,1395,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('19.7682281', '74.4777882')"
1396,1396,50.6623,5.52029,Ans,Wallonia,Province de Liege,BE,"('29.3882384', '47.9799941')"
1397,1397,12.42602,75.7382,Madikeri,Karnataka,Kodagu,IN,"('-34.0486422', '23.0474445')"
1398,1398,26.27944,50.20833,Khobar,Eastern Province,,SA,"('51.6038168', '-0.1734025')"
1399,1399,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.069959', '55.141366')"
1400,1400,25.0657,55.17128,Dubai,Dubai,,AE,"('10.10795', '76.35945')"
1401,1401,25.0657,55.17128,Dubai,Dubai,,AE,"('25.2352228', '55.3097062')"
1402,1402,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('53.8472308', '-1.860659')"
1403,1403,20.01288,41.46767,Al Bahah,Mintaqat al Bahah,,SA,"('25.0491277', '55.1285557')"
1404,1404,21.336489999999998,72.75161,Olpad,Gujarat,Surat,IN,"('25.293203', '55.3959693')"
1405,1405,21.36753,40.28694,Al Hada,Makkah,,SA,"('41.6996427', '2.8500354')"
1406,1406,25.0657,55.17128,Dubai,Dubai,,AE,"('55.7834251', '49.1237176')"
1407,1407,51.53622,-0.10304,Islington,England,Greater London,GB,"('24.823519', '67.1211207')"
1408,1408,50.48375,5.86674,Spa,Wallonia,Province de Liege,BE,"('25.2710365', '55.3131628')"
1409,1409,25.0657,55.17128,Dubai,Dubai,,AE,"('21.5355303', '39.2155916')"
1410,1410,25.0657,55.17128,Dubai,Dubai,,AE,"('25.0744137', '55.1295099')"
1411,1411,52.244240000000005,21.08545,Praga Poludnie,Masovian Voivodeship,Warszawa,PL,"('24.6861823', '46.7127568')"
1412,1412,19.1164,72.90471,Powai,Maharashtra,Mumbai Suburban,IN,"('21.5103047', '39.1882067')"
1413,1413,24.1469,120.6839,Taichung,Taiwan,Taichung City,TW,"('13.0553551', '80.2579667')"
1414,1414,3.1412,101.68653,Kuala Lumpur,Kuala Lumpur,,MY,"('25.1892813', '55.2698025')"
1415,1415,12.0935,75.20249,Payyannur,Kerala,Kannur,IN,"('25.2600836', '55.295698')"
1416,1416,10.10468,76.3565,Aluva,Kerala,Ernakulam,IN,"('19.2301946', '72.8478001')"
1417,1417,36.31559,59.56796,Mashhad,Razavi Khorasan,,IR,"('25.2807318', '55.6240253')"
1418,1418,29.31167,48.07417,Ar Rumaythiyah,Muhafazat Hawalli,,KW,"('24.8200424', '56.1354589')"
1419,1419,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('50.6712021', '4.6092597')"
1420,1420,25.0657,55.17128,Dubai,Dubai,,AE,"('21.1729798', '72.8259216')"
1421,1421,35.8044,51.4256,Tajrish,Tehran,,IR,"('25.1517968', '55.2500118')"
1422,1422,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('38.6513245', '-9.1452957')"
1423,1423,25.0657,55.17128,Dubai,Dubai,,AE,"('25.029863', '55.11483')"
1424,1424,-25.933120000000002,28.01213,Diepsloot,Gauteng,City of Johannesburg Metropolitan Municipality,ZA,"('25.0697965', '55.3076193')"
1425,1425,51.50853,-0.12574000000000002,London,England,Greater London,GB,"('54.4323789', '19.604838')"
1426,1426,25.564729999999997,55.55517,Umm al Qaywayn,Umm al Qaywayn,,AE,"('10.1073987', '76.356567')"
1427,1427,25.0657,55.17128,Dubai,Dubai,,AE,"('24.4680738', '54.3731061')"
1428,1428,20.01288,41.46767,Al Bahah,Mintaqat al Bahah,,SA,"('25.0436635', '55.1191522')"
1429,1429,-33.91799,25.57007,Port Elizabeth,Eastern Cape,Nelson Mandela Bay Metropolitan Municipality,ZA,"('25.121464', '56.3307999')"
1430,1430,24.9056,67.0822,Karachi,Sindh,Karachi District,PK,"('25.0768', '55.1398054')"
1431,1431,38.6979,-9.42146,Cascais,Lisbon,Cascais,PT,"('25.1643238', '55.4748965')"
1432,1432,3.1412,101.68653,Kuala Lumpur,Kuala Lumpur,,MY,"('25.2513125', '55.3567164')"
1433,1433,48.81091,14.31521,Cesky Krumlov,Jihocesky,Okres Cesky Krumlov,CZ,"('31.9857317', '35.8229144')"
1434,1434,21.42664,39.82563,Mecca,Makkah,,SA,"('39.8228729', '-7.4854618')"
1435,1435,18.62292,73.80696,Pimpri,Maharashtra,Pune Division,IN,"('29.6732069', '-95.5865283')"
1436,1436,24.46667,54.36666999999999,Abu Dhabi,Abu Dhabi,,AE,"('25.0484579', '55.1324871')"
1437,1437,25.0657,55.17128,Dubai,Dubai,,AE,"('50.6881098', '4.3724245')"
1438,1438,21.542379999999998,39.19797,Jeddah,Makkah,,SA,"('35.9502814', '-78.8364369')"
1439,1439,25.0657,55.17128,Dubai,Dubai,,AE,"('21.5066654', '39.2239437')"
1440,1440,-23.5475,-46.636109999999995,Sao Paulo,Sao Paulo,Sao Paulo,BR,"('24.6757033', '46.6742638')"
1441,1441,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('24.6822865', '46.6877951')"
1442,1442,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('52.247179', '21.051557')"
1443,1443,21.542379999999998,39.19797,Jeddah,Makkah,,SA,"('36.1484925', '5.2646331')"
1444,1444,25.0657,55.17128,Dubai,Dubai,,AE,"('25.0811578', '55.1448393')"
1445,1445,20.6925,-105.27389,Las Jarretaderas,Nayarit,Bahia de Banderas,MX,"('54.6960451', '18.6881966')"
1446,1446,50.25841,19.02754,Katowice,Silesian Voivodeship,Katowice,PL,"('25.1597724', '55.4091245')"
1447,1447,24.9056,67.0822,Karachi,Sindh,Karachi District,PK,"('25.1842455', '55.2264456')"
1448,1448,-33.92584,18.42322,Cape Town,Western Cape,City of Cape Town,ZA,"('24.7719406', '46.6746027')"
1449,1449,51.53622,-0.10304,Islington,England,Greater London,GB,"('28.5722676', '34.5373107')"
1450,1450,21.542379999999998,39.19797,Jeddah,Makkah,,SA,"('25.2710997', '55.3088665')"
1451,1451,24.46667,54.36666999999999,Abu Dhabi,Abu Dhabi,,AE,"('10.1102012', '76.3550457')"
1452,1452,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('10.1085259', '76.3594098')"
1453,1453,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('24.7685151', '46.7109829')"
1454,1454,45.79167,15.9,Jankomir,Grad Zagreb,,HR,"('29.6481078', '-95.5729682')"
1455,1455,21.542379999999998,39.19797,Jeddah,Makkah,,SA,"('40.7579747', '-73.9855426')"
1456,1456,25.0657,55.17128,Dubai,Dubai,,AE,"('25.2072954', '55.2630001')"
1457,1457,31.951259999999998,35.819790000000005,Wadi as Sir,Amman,,JO,"('25.2437772', '55.3137307')"
1458,1458,25.564729999999997,55.55517,Umm al Qaywayn,Umm al Qaywayn,,AE,"('5.9499808', '116.0493588')"
1459,1459,36.097190000000005,-115.14666000000001,Paradise,Nevada,Clark County,US,"('35.7711431', '51.3786355')"
1460,1460,8.38373,98.45123000000001,Takua Thung,Phangnga,,TH,"('25.1937451', '55.2769')"
1461,1461,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2294619', '55.3185841')"
1462,1462,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2775365', '55.3314953')"
1463,1463,53.74013000000001,-1.59877,Morley,England,City and Borough of Leeds,GB,"('25.2622891', '55.2970512')"
1464,1464,25.0657,55.17128,Dubai,Dubai,,AE,"('25.2674829', '55.2968522')"
1465,1465,25.0657,55.17128,Dubai,Dubai,,AE,"('53.7895668', '-1.7697182')"
1466,1466,25.0657,55.17128,Dubai,Dubai,,AE,"('25.2672106', '55.3071546')"
1467,1467,25.0657,55.17128,Dubai,Dubai,,AE,"('35.7396659', '51.1543339')"
1468,1468,25.116410000000002,56.341409999999996,Al Fujayrah,Al Fujayrah,,AE,"('30.0565699', '31.218614')"
1469,1469,25.41111,55.43504,Ajman,Ajman,,AE,"('18.554065', '73.8098188')"
1470,1470,17.366870000000002,78.5242,Gaddi Annaram,Telangana,Rangareddi,IN,"('33.8673877', '35.5157993')"
1471,1471,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('21.439688', '39.204339')"
1472,1472,19.1164,72.90471,Powai,Maharashtra,Mumbai Suburban,IN,"('19.0980777', '72.8270567')"
1473,1473,25.0657,55.17128,Dubai,Dubai,,AE,"('21.567747', '39.1431928')"
1474,1474,25.41111,55.43504,Ajman,Ajman,,AE,"('25.0814631', '55.1209035')"
1475,1475,5.97501,80.42968,Weligama,Southern,,LK,"('24.8811365', '67.0391299')"
1476,1476,25.0657,55.17128,Dubai,Dubai,,AE,"('18.5338213', '73.8297612')"
1477,1477,21.542379999999998,39.19797,Jeddah,Makkah,,SA,"('24.3656968', '54.5180557')"
1478,1478,25.0657,55.17128,Dubai,Dubai,,AE,"('-23.5811242', '-46.6005127')"
1479,1479,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('37.7837942', '-122.4090788')"
1480,1480,35.8044,51.4256,Tajrish,Tehran,,IR,"('19.0596044', '72.8337055')"
1481,1481,18.530170000000002,73.85263,Shivaji Nagar,Maharashtra,Pune Division,IN,"('25.1228233', '56.3468197')"
1482,1482,12.61914,80.1942,Mamallapuram,Tamil Nadu,Kancheepuram,IN,"('25.1114478', '56.3568582')"
1483,1483,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('-22.9052945', '-43.1848655')"
1484,1484,24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('25.1313531', '56.3384186')"
1485,1485,51.37891,0.52786,Chatham,England,Kent,GB,"('30.0879267', '31.3248861')"
1486,1486,25.0657,55.17128,Dubai,Dubai,,AE,"('25.658398', '55.79643')"
1487,1487,25.0657,55.17128,Dubai,Dubai,,AE,"('24.7474339', '46.6848078')"
1488,1488,25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('30.0286384', '31.4093092')"
1489,1489,25.0657,55.17128,Dubai,Dubai,,AE,"('43.6052459', '1.4470952')"
1490,1490,25.0657,55.17128,Dubai,Dubai,,AE,"('10.2383804', '77.4913969')"
1491,1491,25.116410000000002,56.341409999999996,Al Fujayrah,Al Fujayrah,,AE,"('25.0051416', '55.1654215')"
1492,1492,25.116410000000002,56.341409999999996,Al Fujayrah,Al Fujayrah,,AE,"('24.741513', '46.758251')"
1493,1493,40.71427,-74.00596999999999,New York City,New York,,US,"('18.9219796', '72.8287673')"
1494,1494,50.84833,5.68889,Maastricht,Limburg,Gemeente Maastricht,NL,"('36.0599718', '-115.1642329')"
1495,1495,18.59921,73.92701,Lohogaon,Maharashtra,Pune Division,IN,"('27.0875777', '49.5456445')"
